item_id,title,author_last,author_first,gr_id,cover_img_url
530,the mystery of the singing ghost,warner, gertrude chandler,1043000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
531,the mystery horse,warner, gertrude chandler,1144523,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
532,horse pony care,ransford, sandy ,3534164,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
533,i love horses and ponies,swinney, nicola jane,10452275,https://images.gr-assets.com/books/1328154090m/10452275.jpg
534,the book of horses and horse care an encyclopedia of horses and a comprehensive guide to horse and pony care,draper, judith ,22309415,https://images.gr-assets.com/books/1403739653m/22309415.jpg
535,horses the ultimate treasury,woodward, john,2094790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
536,the horse encyclopedia,hartley edwards, elwyn,13436378,https://images.gr-assets.com/books/1335747280m/13436378.jpg
537,the mystery of the tigers eye,warner, gertrude chandler,218237,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
538,the mystery of the mummys curse,warner, gertrude chandler,125601,https://images.gr-assets.com/books/1328867783m/125601.jpg
539,the outer space mystery,warner, gertrude chandler,16119664,https://images.gr-assets.com/books/1440552547m/16119664.jpg
540,the mystery of the lost village,warner, gertrude chandler,1238734,https://images.gr-assets.com/books/1327206466m/1238734.jpg
541,the great shark mystery,warner, gertrude chandler,20893942,https://images.gr-assets.com/books/1412063242m/20893942.jpg
542,the mystery of alligator swamp,warner, gertrude chandler,504671,https://images.gr-assets.com/books/1282009340m/504671.jpg
543,cherokee history and culture,birchfield, d l ,1432397,https://images.gr-assets.com/books/1305422738m/1432397.jpg
544,the cherokee indians,lund, bill,23057477,https://images.gr-assets.com/books/1417406103m/23057477.jpg
545,the cherokee ,mccall, barbara a ,8110932,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
546,trail of tears the rise and fall of the cherokee nation,ehle, john,43313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
547,the story of america a national geographic picture atlas,scott, john anthony,1137261,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
548,unsolved mysteries of american history,aron, paul ,468399,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
549,the century for young people,armstrong, jennifer,497177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
550,slavery from africa to the americas,hatt, christine ,2292479,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
551,the earliest americans ,sattler, helen roney ,585707,https://images.gr-assets.com/books/1395688905m/585707.jpg
552,1492 the year of the new world ,ventura, piero ,7105459,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
553,old names and new places,alotta, robert i ,408,https://images.gr-assets.com/books/1377315905m/408.jpg
554,white shell woman a charlie moon mystery,doss, james d ,2221401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
555,the witchs tongue,doss, james d ,1205613,https://images.gr-assets.com/books/1311990675m/1205613.jpg
556,the shamans game a mystery,doss, james d ,1072513,https://images.gr-assets.com/books/1315132163m/1072513.jpg
557,snake dreams,doss, james d ,592661,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
558,grandmother spider a charlie moon mystery,doss, james d ,23021,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
559,shadow man,doss, james d ,30453315,https://images.gr-assets.com/books/1480614556m/30453315.jpg
560,dead soul,doss, james d ,589257,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
561,children and war,cross, robin ,4640204,https://images.gr-assets.com/books/1328770838m/4640204.jpg
562,victims of war,cross, robin ,1803704,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
563,the rise of the nazis,tonge, neil,26892143,https://images.gr-assets.com/books/1447141029m/26892143.jpg
564,the eastern front,adams, simon,1773735,https://images.gr-assets.com/books/1375139208m/1773735.jpg
565,aftermath of war ,cross, robin ,18194121,https://images.gr-assets.com/books/1373821287m/18194121.jpg
566,technology of war,cross, robin ,1291973,https://images.gr-assets.com/books/1328772206m/1291973.jpg
567,the american revolution 1775 83 a british view,clarke, clorinda,13588422,https://images.gr-assets.com/books/1355078580m/13588422.jpg
568,d day,dunn, joeming w ,871689,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
569,the day martin luther king jr was shot ,haskins, jim,1953365,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
570,first facts about u s history,king, david c ,515188,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
571,the president has been shot the assassination of john f kennedy ,swanson, james l ,17381972,https://images.gr-assets.com/books/1386171981m/17381972.jpg
572,the dust bowl,heinrichs, ann ,16158179,https://images.gr-assets.com/books/1364259233m/16158179.jpg
573,the 9 11 terror attacks,bodden, valerie,3974,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
574,christopher columbus and the great voyage of discovery,weisman, joanne b ,1140706,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
575,castles,steele,philip,1124890,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
576,exploring the bismarck,ballard, robert d ,10249013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
577,the easter rising,killeen, richard ,314388,https://images.gr-assets.com/books/1416445636m/314388.jpg
578,the french revolution,gilbert, adrian ,144193,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
579,the russian revolution,gilbert, adrian ,184356,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
580,the medieval world,steele, philip,970233,https://images.gr-assets.com/books/1309295645m/970233.jpg
581,the cold war,bodden, valerie,25468062,https://images.gr-assets.com/books/1441715115m/25468062.jpg
582,the best book of mummies,steele, philip,13165328,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
583,the egyptian news,steedman, scott ,59282,https://images.gr-assets.com/books/1399601019m/59282.jpg
584,the roman news,langley, andrew ,244345,https://images.gr-assets.com/books/1309504139m/244345.jpg
585,the greek news,powell, anton ,473797,https://images.gr-assets.com/books/1309209018m/473797.jpg
586,ancient greece,cohen, daniel,325160,https://images.gr-assets.com/books/1309295497m/325160.jpg
587,inuit history and culture,burgan, michael ,1432397,https://images.gr-assets.com/books/1305422738m/1432397.jpg
588,cree history and culture,dwyer, helen ,20710532,https://images.gr-assets.com/books/1391490968m/20710532.jpg
589,exploring the st lawrence river region,blue, rose ,26265949,https://images.gr-assets.com/books/1448831063m/26265949.jpg
590,a history of the indians of the united states ,debo, angie,11795944,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
591,the first americans,claiborne, robert,585707,https://images.gr-assets.com/books/1395688905m/585707.jpg
592,winnie the pooh,milne, a a ,2132756,https://images.gr-assets.com/books/1410263139m/2132756.jpg
593,the house at pooh corner,milne, a a ,982360,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
594,the saddle club 24 ghost rider,bryant, bonnie ,317970,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
595,rodeo rider,bryant, bonnie ,657466,https://images.gr-assets.com/books/1312043336m/657466.jpg
596,riding camp,bryant, bonnie ,580791,https://images.gr-assets.com/books/1344618486m/580791.jpg
597,trail mates,bryant, bonnie ,850413,https://images.gr-assets.com/books/1354695526m/850413.jpg
598,horse shy,bryant, bonnie ,850410,https://images.gr-assets.com/books/1331964282m/850410.jpg
599,100 african americans who shaped american history,beckner, chrisanne ,106223,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
600,freedom river,rappaport, doreen ,9307670,https://images.gr-assets.com/books/1372570641m/9307670.jpg
601,life and times of frederick douglass,douglass, frederick,124175,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
602,brave black women from slavery to the space shuttle,winegarten, ruthe ,1057543,https://images.gr-assets.com/books/1410270110m/1057543.jpg
603,get on board the story of the underground railroad ,haskins, james,30555488,https://images.gr-assets.com/books/1493178362m/30555488.jpg
604,9 african american inventors ,hayden, robert c ,10123237,https://images.gr-assets.com/books/1390809832m/10123237.jpg
605,11 african american doctors,hayden, robert c ,91201,https://images.gr-assets.com/books/1383563051m/91201.jpg
606,7 african american scientists ,hayden, robert c ,12708155,https://images.gr-assets.com/books/1380770703m/12708155.jpg
607,outward dreams black inventors and their inventions,haskins, james,2354897,https://images.gr-assets.com/books/1372620823m/2354897.jpg
608,african american inventors,sullivan, otha richard,10123237,https://images.gr-assets.com/books/1390809832m/10123237.jpg
609,mr civil rights the story of thurgood marshall,whitelaw, nancy ,13425592,https://images.gr-assets.com/books/1366558408m/13425592.jpg
610,winnie the poohs easter,talkington, bruce ,2493188,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
611,winnie the poohs halloween,talkington, bruce ,2493188,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
612,winnie the poohs friendly adventures,disney, walt,2493188,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
613,growing up stories,zoehfeld, kathleen weidner ,88612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
614,disneys the many adventures of winnie the pooh,simons, jamie ,2132756,https://images.gr-assets.com/books/1410263139m/2132756.jpg
615,martin luther king jr ,jakoubek, robert e ,275897,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
616,jesse jackson a biography,mckissack, pat,9504523,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
617,stacey and the cheerleaders,martin, ann m ,107932,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
618,staceys mistake,martin, ann m ,625280,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
619,karens pizza party,martin, ann m ,16685922,https://images.gr-assets.com/books/1362345778m/16685922.jpg
620,karens ice skates,martin, ann m ,2072343,https://images.gr-assets.com/books/1318273042m/2072343.jpg
621,karens candy,martin, ann m ,29490,https://images.gr-assets.com/books/1344267585m/29490.jpg
622,karens magician,martin, ann m ,150555,https://images.gr-assets.com/books/1357570852m/150555.jpg
623,karens roller skates ,martin, ann m ,984168,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
624,claudias friend,martin, ann m ,13504055,https://images.gr-assets.com/books/1332307152m/13504055.jpg
625,jim thorpe olympic champion,van riper, guernsey,799553,https://images.gr-assets.com/books/1309198519m/799553.jpg
626,100 famous americans who changed american history,crompton, samuel willard ,1384329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
627,theyre off the story of the pony express,harness, cheryl ,468064,https://images.gr-assets.com/books/1328819874m/468064.jpg
628,the automatic horse,hubbard, l ron,1265289,https://images.gr-assets.com/books/1312026748m/1265289.jpg
629,ghost horses,hill, pamela smith,2266816,https://images.gr-assets.com/books/1355038943m/2266816.jpg
630,city on fire the forgotten disaster that devastated a town and ignited a landmark legal battle,minutaglio, bill ,154392,https://images.gr-assets.com/books/1339111720m/154392.jpg
631,the civil war strange fascinating facts,davis, burke,189764,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
632,new orleans and the texas revolution,miller, edward l ,15721624,https://images.gr-assets.com/books/1343995831m/15721624.jpg
633,historic towns of texas columbus gonzales jefferson,davis, joe tom,695865,https://images.gr-assets.com/books/1316738182m/695865.jpg
634,exploring the alamo legends,chariton, wallace o ,17131789,https://images.gr-assets.com/books/1377634793m/17131789.jpg
635,alamo battle of honor and freedom ,wade, linda r ,17131789,https://images.gr-assets.com/books/1377634793m/17131789.jpg
636,texas,george, charles,12659,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
637,texas yesterday and today ,hancock, sibyl ,17839863,https://images.gr-assets.com/books/1366758309m/17839863.jpg
638,the history of america,collins, robert a ,2217682,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
639,my autobiography ,chaplin, charles,84038,https://images.gr-assets.com/books/1296843104m/84038.jpg
640,the great americana scrap book a haphazard history of people places and things american from plymouth rock to punk rock with hundreds of famous and infamous quotations ,hornby, george ,360933,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
641,karens new year,martin, ann m ,214068,https://images.gr-assets.com/books/1343874147m/214068.jpg
642,dawn on the coast,martin, ann m ,558328,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
643,lawmen of the old west,epstein, dwayne,25978429,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
644,notorious outlaws,yasuda, anita ,23792731,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
645,famous lawmen,hinman, bonnie,7775724,https://images.gr-assets.com/books/1375028778m/7775724.jpg
646,logan likes mary anne ,martin, ann m ,233724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
647,the transcontinental railroad,blashfield, jean f ,1083456,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
648,the slave trade,hanel, rachael,178472,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
649,god and goddesses of ancient rome,ashworth, leon,162930,https://images.gr-assets.com/books/1309295530m/162930.jpg
650,gods and goddesses of ancient greece,ashworth, leon,431071,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
651,james buchanan,joseph, paul,899553,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
652,jim bowie hero of the alamo,gaines, ann ,17131789,https://images.gr-assets.com/books/1377634793m/17131789.jpg
653,harriet tubman,sullivan, george,183209,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
654,number the stars,lowry, lois,10081966,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
655,f scott fitzgerald,stewart, gail,14233,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
656,andrew carnegie steel tycoon,bowman, john,5486,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
657,h g wells,nardo, don,16101138,https://images.gr-assets.com/books/1371049639m/16101138.jpg
658,the voice that challenged a nation marian anderson and the struggle for equal rights,freedman, russell,203286,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
659,susan b anthony voice for womens voting rights,kendall, martha e ,11515897,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
660,billy the kid,healy, nick ,966716,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
661,marie curie,cobb, vicki ,216561,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
662,davy crockett defender of the alamo,sanford, william r ,920957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
663,the vietnam war,otfinoski, steven,12311305,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
664,rand mcnally picture atlas of the world,ogilvie, bruce ,43662,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
665,the usborne geography encyclopedia ,varley, carol ,154299,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
666,elie wiesel spokesman for remembrance,bayer, linda n ,59856,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
667,theodore roosevelt,welsbacher, anne,40929,https://images.gr-assets.com/books/1452010007m/40929.jpg
668,franklin d roosevelt,joseph, paul,7350222,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
669,mr president a book of u s presidents,sullivan, george,35425130,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
670,stealing home the story of jackie robinson,denenberg, barry ,726760,https://images.gr-assets.com/books/1320407163m/726760.jpg
671,babe ruth,macht, norman l norman lee ,11737081,https://images.gr-assets.com/books/1324665565m/11737081.jpg
672,dwight d eisenhower,joseph, paul,306540,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
673,who was walt disney ,stewart, whitney,5818570,https://images.gr-assets.com/books/1311280483m/5818570.jpg
674,john f kennedy,joseph, paul,4423,https://images.gr-assets.com/books/1312000135m/4423.jpg
675,rifles for watie,keith, harold,529474,https://images.gr-assets.com/books/1348097090m/529474.jpg
676,ancient egyptian mythology,forty, jo,29599767,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
677,the sting of the scorpion,dixon, franklin w ,944102,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
678,a coal miners bride the diary of anetka kaminska,bartoletti, susan campbell ,570540,https://images.gr-assets.com/books/1408926110m/570540.jpg
679,standing in the light the captive diary of catherine carey logan,osborne, mary pope ,460069,https://images.gr-assets.com/books/1442814656m/460069.jpg
680,invincible louisa the story of the author of little women,meigs, cornelia,680154,https://images.gr-assets.com/books/1294898442m/680154.jpg
681,new world sourdough artisan techniques for creative homemade fermented breads with recipes for pan de coco bagels beignets and more,ford, bryan,6609533,https://images.gr-assets.com/books/1320551203m/6609533.jpg
682,the merry adventures of robin hood,pyle, howard,6298343,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
683,cleopatra vii daughter of the nile,gregory, kristiana ,440116,https://images.gr-assets.com/books/1328773860m/440116.jpg
684,walt whitman poetry for young people,whitman, walt,13597099,https://images.gr-assets.com/books/1385408374m/13597099.jpg
685,collected works,oconnor, flannery ,409241,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
686,the mysterious island,verne, jules,78753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
687,eight cousins ,alcott, louisa may,11165308,https://images.gr-assets.com/books/1328330608m/11165308.jpg
688,rose in bloom a sequel to eight cousins,alcott, louisa may,17533,https://images.gr-assets.com/books/1344269387m/17533.jpg
689,around the world in eighty days,verne, jules,236897,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
690,its like this cat,neville, emily cheney,818095,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
691,kim ,kipling, rudyard,10698,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
692,the prince and the pauper and those extraordinary twins ,twain, mark,62446,https://images.gr-assets.com/books/1376406798m/62446.jpg
693,careers for legal eagles other law and order types,camenson, blythe ,28272504,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
694,cool careers without college for people who are really good at science math,mcguinness, daniel ,21444891,https://images.gr-assets.com/books/1408310777m/21444891.jpg
695,the bread bible,beranbaum, rose levy ,153142,https://images.gr-assets.com/books/1367779343m/153142.jpg
696,monster survival guide,dakota, heather,21453075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
697,the snow queen,ehrlich, amy,2009350,https://images.gr-assets.com/books/1255629848m/2009350.jpg
698,the tea dragon society,oneill, katie,34895950,https://images.gr-assets.com/books/1505189639m/34895950.jpg
699,goosebumps graphic novel ,stine, r l ,6781271,https://images.gr-assets.com/books/1328754992m/6781271.jpg
700,the stonekeeper,kibuishi, kazu,1238684,https://images.gr-assets.com/books/1327866356m/1238684.jpg
701,scarlett hart monster hunter,sedgwick, marcus,11960180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
702,love your heart,mcgraw, tim ,24722780,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
703,a very brave witch,mcghee, alison,688085,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
704,frankie stein,schaefer, lola m ,27193294,https://images.gr-assets.com/books/1444811671m/27193294.jpg
705,rapunzels revenge,hale, shannon ,2626492,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
706,the witch boy,ostertag, molly,31193426,https://images.gr-assets.com/books/1488508665m/31193426.jpg
707,pashmina,chanani, nidhi,25712017,https://images.gr-assets.com/books/1481255734m/25712017.jpg
708,one tiny turtle,davies, nicola,40792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
709,pirateology the sea journal of captain william lubber pirate hunter general boston massachusetts,steer, dugald ,18009,https://images.gr-assets.com/books/1320561956m/18009.jpg
710,wings of fire the dark secret the graphic novel,sutherland, tui,17675467,https://images.gr-assets.com/books/1368813111m/17675467.jpg
711,the last dragon,yolen, jane ,65659,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
712,calamity jack,hale, shannon ,23380477,https://images.gr-assets.com/books/1413428529m/23380477.jpg
713,dont let the pigeon drive the bus ,willems, mo ,191113,https://images.gr-assets.com/books/1328495575m/191113.jpg
714,how do dinosaurs say good night ,yolen, jane ,122125,https://images.gr-assets.com/books/1278431558m/122125.jpg
715,seven blind mice,young, ed ,53628,https://images.gr-assets.com/books/1360250193m/53628.jpg
716,the tortoise and the jackrabbit,lowell, susan,2233853,https://images.gr-assets.com/books/1328729234m/2233853.jpg
717,haunted heartland from the american midwest,scott, beth,458960,https://images.gr-assets.com/books/1344271232m/458960.jpg
718,the house in the night,swanson, susan marie,2769817,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
719,the thing lou couldnt do,spires, ashley,31934710,https://images.gr-assets.com/books/1474736737m/31934710.jpg
720,dont know much about the presidents,davis, kenneth c ,57797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
721,the big book of beasts,zommer, yuval,762727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
722,cars trucks planes and trains,rindone, nancy,24688,https://images.gr-assets.com/books/1333576382m/24688.jpg
723,my very first book of words,carle, eric,532251,https://images.gr-assets.com/books/1309211559m/532251.jpg
724,my very first book of animal homes,carle, eric ,394752,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
725,speaking for myself faith freedom and the fight of our lives inside the trump white house,sanders, sarah huckabee,396805,https://images.gr-assets.com/books/1309283385m/396805.jpg
726,the great white shark,green, sara,529343,https://images.gr-assets.com/books/1311986356m/529343.jpg
727,the mako shark,green, sara,23718427,https://images.gr-assets.com/books/1418087120m/23718427.jpg
728,moonwalk the first trip to the moon,donnelly, judy ,1062902,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
729,i want to be an astronaut,maze, stephanie ,744333,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
730,the lego adventure book cars castles dinosaurs more ,rothrock, megan ,6621418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
731,a dinosaurs day,thomson, ruth,68653,https://images.gr-assets.com/books/1320499376m/68653.jpg
732,what do you do if you work at the zoo ,jenkins, steve,953449,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
733,crystals,hirsch, rebecca e ,4460808,https://images.gr-assets.com/books/1356189194m/4460808.jpg
734,theres no place like space,rabe, tish ,10897,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
735,the everything vegan paleo cookbook,fortney, daelyn,25300797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
736,we love the dirt,johnston, tony,13121447,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
737,3 2 1 liftoff ,sander, sonia ,12385371,https://images.gr-assets.com/books/1328836345m/12385371.jpg
738,piloted space flights ,asimov, isaac,529008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
739,lizards,oshea, mark,9257843,https://images.gr-assets.com/books/1328837732m/9257843.jpg
740,the blue shark,green, sara,20893942,https://images.gr-assets.com/books/1412063242m/20893942.jpg
741,amazing aquarium,jennings, terry j ,22668848,https://images.gr-assets.com/books/1425051530m/22668848.jpg
742,hedgehug a sharp lesson in love,sutton, benn ,24774990,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
743,give me back my bones ,norman, kim,17204058,https://images.gr-assets.com/books/1357152213m/17204058.jpg
744,moonshot the flight of apollo 11,floca, brian ,27872890,https://images.gr-assets.com/books/1463643593m/27872890.jpg
745,heaven your real home,tada, joni eareckson ,364979,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
746,tilly the novel,peretti, frank e ,365016,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
747,this present darkness,peretti, frank e ,17309,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
748,nightmare academy,peretti, frank e ,610370,https://images.gr-assets.com/books/1308179197m/610370.jpg
749,the amish widows secret,williford, cheryl ,23246955,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
750,miracles a preliminary study,lewis, c s ,30636,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
751,harry potter and the sorcerers stone,rowling, j k ,17372039,https://images.gr-assets.com/books/1360777318m/17372039.jpg
752,alexander the great,pancella, peggy ,220608,https://images.gr-assets.com/books/1320403560m/220608.jpg
753,forever for a year,gottfred, b t ,22718754,https://images.gr-assets.com/books/1429576069m/22718754.jpg
754,click,miller, kayla,2216255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
755,cutie honey a go go ,nagai, go,260785,https://images.gr-assets.com/books/1335536844m/260785.jpg
756,neverworld wake,pessl, marisha,12895713,https://images.gr-assets.com/books/1397237652m/12895713.jpg
